UNQID,TYVAL,TXVAL,COLID,TXDES,MODTY,ISDBL,ISEDT,ISADD,ISEMP,ISSFT,ISMGR,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,INCTY
1048,Restriction Type,Balancing,1,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,13.05.2024,15:44:33,DB_SLS1128,12.03.2025,01:57:48,
1049,Restriction Type,"Bend/Turn, head-neck",2,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,13.05.2024,15:44:33,DB_SLS1128,12.03.2025,01:57:48,
1050,Restriction Type,"Bend/Turn, back-waist",3,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,13.05.2024,15:44:33,DB_SLS1128,12.03.2025,01:57:48,
1051,Restriction Type,Bend/Turn,4,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,13.05.2024,15:44:33,DB_SLS1128,12.03.2025,01:57:48,
1052,Absence Type,Lost Time,1,Absence Type,Incident,0,1,1,,,,0,DB_SLS1209,14.05.2024,08:13:28,DB_SLS1128,12.03.2025,01:54:51,
1053,Absence Type,Lost Time Recurrences,2,Absence Type,Incident,0,1,1,,,,0,DB_SLS1209,14.05.2024,08:13:28,DB_SLS1128,12.03.2025,01:54:51,
1054,Absence Type,GRTW,3,Absence Type,Incident,0,1,1,,,,0,DB_SLS1209,14.05.2024,08:13:28,DB_SLS1128,12.03.2025,01:54:51,
1055,Absence Type,Part Time Hours,4,Absence Type,Incident,0,1,1,,,,0,DB_SLS1209,14.05.2024,08:13:28,DB_SLS1128,12.03.2025,01:54:51,
1056,Restriction Type,Carrying,5,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1057,Restriction Type,"Climb, flight of stairs",6,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1058,Restriction Type,"Climb, few steps",7,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1059,Restriction Type,Climb,8,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1060,Restriction Type,Crawling,9,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1061,Restriction Type,Foot movements,10,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1062,Restriction Type,"Use Hands for, writing",11,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1063,Restriction Type,"Use Hands for, typing/coding",12,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1064,Restriction Type,"Use Hands for, fine manipulations",13,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1065,Restriction Type,"Use Hands for, simple grasphing",14,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1066,Restriction Type,Hours of work,15,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1067,Restriction Type,Kneeling,16,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1068,Restriction Type,Lift/Carry floor-waist,17,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1069,Restriction Type,"Lifting, floor to shoulder",18,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1070,Restriction Type,"Lifting, floor to reach",19,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1071,Restriction Type,"Lift/Carry, waist-shoulder",20,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1072,Restriction Type,"Lifting, waist to reach",21,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1073,Restriction Type,"Lifting, waist-shoulder",22,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1074,Restriction Type,"Lifting, at waist level",23,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1075,Restriction Type,"Lift/Carry, above shoulder",24,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1076,Restriction Type,Lift/Carry,25,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1077,Restriction Type,"Lowering, waist to floor",26,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1078,Restriction Type,"Lowering, shoulder to floor",27,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1079,Restriction Type,"Lowering, reach to floor",28,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1080,Restriction Type,"Lowering, shoulder to waist",29,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1081,Restriction Type,"Lowering, reach to waist",30,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1082,Restriction Type,"Lowering, shoulder to reach",31,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1083,Restriction Type,N/A,32,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1084,Restriction Type,Operate Equipment,33,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1085,Restriction Type,Physical environment - Temp. Hot,34,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1086,Restriction Type,Physical environment - Temp. Cold,35,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1087,Restriction Type,Humidity,36,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1088,Restriction Type,Chemical fumes,37,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1089,Restriction Type,Noise,38,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1090,Restriction Type,Dust,39,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1091,Restriction Type,Illumination,40,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1092,Restriction Type,Work floor,41,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1093,Restriction Type,Moving objects/Hazardous,42,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1094,Restriction Type,Vibration,43,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1095,Restriction Type,Pull,44,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1096,Restriction Type,Push/Pull (cart/trolley),45,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1097,Restriction Type,"Reaching, horizontal, comfortable",46,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1098,Restriction Type,"Reaching, verticle, comfortable",47,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1099,Restriction Type,"Reaching, lateral, comfortable",48,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1100,Restriction Type,"Reaching, horizontal, over-reach",49,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1101,Restriction Type,"Reaching, vertical, over-reach",50,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1102,Restriction Type,"Reaching, lateral, over-reach",51,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1103,Restriction Type,Reach-above shoulder,52,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1104,Restriction Type,Reach below shoulder,53,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1105,Restriction Type,Reach,54,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1106,Restriction Type,Sit,55,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1107,Restriction Type,Sensory-See,56,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1108,Restriction Type,Sensory-Hear,57,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1109,Restriction Type,Sensory-Speak,58,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1110,Restriction Type,Sensory-Maintain balance,59,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1111,Restriction Type,Sensory-Memory/Concentration/Problem solving,60,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1112,Restriction Type,Sensory-Writing,61,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1113,Restriction Type,Squat,62,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1114,Restriction Type,Stand,63,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1115,Restriction Type,"Throwing/Tossing, underhand",64,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1116,Restriction Type,"Throwing/Tossing, overhand",65,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1117,Restriction Type,Unable to work,66,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1118,Restriction Type,Working Conditions-travelling,67,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1119,Restriction Type,Driving/Operating Motorized Equipment,68,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1120,Restriction Type,Overtime,69,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1121,Restriction Type,Work alone,70,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1122,Restriction Type,Work in group,71,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1123,Restriction Type,Stress factors,72,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
1124,Restriction Type,Walk,73,Restriction Type,Incident,0,1,1,,,,0,DB_SLS1209,17.05.2024,11:15:30,DB_SLS1128,12.03.2025,01:57:48,
